,relation,pipeline,term_1_umls_name,term_2_umls_name,term_1_umls_synonyms,term_2_umls_synonyms,sentence,evidence_count,is_correct,is_food_entity_correct
25,cause,chemdis,(-)-cholesterol,dis metab,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)","dis metab;disease, metabolic;disease;metabolic;diseases, metabolic;disorder of metabolism nos;disorder of metabolism nos (disorder);disorder; metabolism;disorder;metabolic;general; metabolic disorder;generalised metabolic disorder;generalized metabolic disorder;generalized metabolic disorder (disorder);md - metabolic disorders;metab dis;metabolic derangement;metabolic disease;metabolic disease (disorder);metabolic disease, nos;metabolic diseases;metabolic disorder;metabolic disorder nos;metabolic disorder, nos;metabolic disorder, unspecified;metabolic disorder; general;metabolic disorders;metabolic disorders (diagnosis);metabolic disorders (disorder);metabolic disorders: general;metabolism disorder;metabolism disorder nos;metabolism disorders;metabolism--disorders;metabolism; disorder;metabolism; disorder, general;rndx metabolic;rndx metabolic (diagnosis);thesaurismoses;thesaurismosis;unspecified disorder of metabolism","Obesity is a metabolic disorder that can lead to adverse metabolic effects on blood pressure, cholesterol, triglycerides and insulin resistance and also increases the risk of coronary heart disease, ischemic stroke and type 2 diabetes mellitus.",1,,
26,cause,chemdis,(-)-cholesterol,dyslipidaemia,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",dyslipidaemia;dyslipidemia;dyslipidemia (diagnosis);dyslipidemia (disorder);dyslipidemias;high blood cholesterol/triglycerides,"After an 8-year follow up period, the Bogalusa Heart Study showed that children with low high density lipoprotein cholesterol, high triglyceride levels and high body mass index had a notably increased occurrence of dyslipidemia as adults.",1,,
27,cause,chemdis,(-)-cholesterol,fatty infiltration of liver,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",fatty infiltration of liver;fatty liver;hepatic steatosis;liver steatosis,Cholesterol feeding induced marked hepatic steatosis (HS) characterized by the whitish appearance of the liver.,1,,
28,cause,chemdis,(-)-cholesterol,glucose intolerance,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",glucose intolerance,"Insulin resistance syndrome is the theory that glucose intolerance, hyperinsulinemia, increased very low density lipoprotein triglyceride level, decreased high density lipoprotein cholesterol level, and hypertension are proposed consequences of insulin resistance.",1,,
29,cause,chemdis,(-)-cholesterol,high cholesterol,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",high cholesterol;high cholesterol level;hypercholesterolemia,Familial hypercholesterolemia is a rare disorder characterized by high cholesterol levels and early cardiovascular disease.,1,,
30,cause,chemdis,(-)-cholesterol,hyperglycemia,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",hyperglycemia,Metabolic syndrome is characterized by hypertension; hyperglycemia; hypertriglyceridemia; reduced high-density lipoprotein cholesterol levels and abdominal obesity.,1,,
31,cause,chemdis,(-)-cholesterol,hyperlipidemia,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",hyperlipidemia,"Hypercholesterolemia, also called high cholesterol, is a form of hyperlipidemia, which may be a consequence of diet, obesity or diabetes.",1,,
32,cause,chemdis,(-)-cholesterol,hypertension,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",hypertension,"Metabolic syndrome is characterized by hypertension; hyperglycemia; hypertriglyceridemia; reduced high-density lipoprotein cholesterol levels and abdominal obesity.___The 3 factors are hypertension, smoking, and high levels of cholesterol in the blood.",2,,
33,cause,chemdis,(-)-cholesterol,hypertriglyceridemia,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",hypertriglyceridemia,"It is most frequently accompanied by hypertriglyceridemia, reduced HDL cholesterol levels, abdominal obesity, insulin resistance and by a series of other metabolic alterations predictive of an impaired endothelial function and increased susceptibility to thrombosis.",1,,
34,cause,chemdis,(-)-cholesterol,hypothyroidism/myxedema,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)","hypothyroidism/myxedema;hypothyroidism/myxoedema;mucin in skin;myxedema;myxedema (diagnosis);myxedema (disorder);myxedema nos;myxedema, nos;myxedemas;myxoedema;myxoedema, nos","The high cholesterol content of an atheroma, the frequent occurrence of myocardial infarction with high serum cholesterol, the extensive arteriosclerotic changes in diseases with high serum cholesterol (nephrosis, myxedema) and the occurrence of cholesterol deposits in the aorta in some animals fed with cholesterol are the principal arguments for the lipid theory of arteriosclerosis.",1,,
35,cause,chemdis,(-)-cholesterol,inactivity,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)","inactivity;inactivity, physical;physical inactivity","Physical inactivity, low fruit and vegetable intake, high fast food consumption and high cholesterol are predominant causes of cardiovascular disease and some cancers.",1,,
36,cause,chemdis,(-)-cholesterol,mi,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",mi,"Elevated serum cholesterol increases the risk of myocardial infarction (MI), but it is unknown if this can be reduced by dietary intake of naturally occurring plant sterols.",1,,
37,cause,chemdis,(-)-cholesterol,myocardial infarction,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",myocardial infarction,"Experimental induction of marked hyperlipemia and hypercholesterolemia by feeding a high fat egg yolk-rich diet (supplemented with cholesterol, choleate, and thiouracil), and use of viosterol to cause vascular injury, led to severe atherosclerosis, coronary occlusion, and myocardial infarction.___Cholesterol oxidation products have been hypothesized to be important factors in atherosclerosis, a process which can culminate in myocardial infarction.",2,,
38,cause,chemdis,(-)-cholesterol,obesity,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",obesity,"Hypercholesterolemia, also called high cholesterol, is a form of hyperlipidemia, which may be a consequence of diet, obesity or diabetes.",1,,
39,cause,chemdis,(-)-cholesterol,plaques,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",plaques,Atherosclerosis is the deposition of plaques containing cholesterol and lipids in arterial walls.,1,,
40,cause,chemdis,(-)-cholesterol,weight loss,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",weight loss,"Some studies have reported substantial weight loss, signs of dehydration, raised serum concentrations of uric acid and cholesterol, etc. during Ramadan.",1,,
41,cause,chemdis,(-)-cocaine,3-00 cardiovascular disorders: general terms,"(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow","3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system","Once playing a vital role in medicine as a local anesthetic, decades of research have established that cocaine has the ability to cause irreversible structural damage to the heart, greatly accelerate cardiovascular disease, and initiate sudden cardiac death.",1,,
42,cause,chemdis,(-)-cocaine,arrhythmia,"(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow",arrhythmia,"Cocaine has also been shown to block K+ channels, increase L-type Ca2+ channel current, and inhibit Na+ influx during depolarization, all possible causes for arrhythmia.",1,,
43,cause,chemdis,(-)-cocaine,atherosclerosis,"(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow",atherosclerosis,"Among these, cocaine may lead to MI by causing coronary artery vasoconstriction and accelerated atherosclerosis, and by initiating thrombus formation.",1,,
44,cause,chemdis,(-)-cocaine,blood clot,"(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow",blood clot;blood clots;thrombi;thrombus,"Among these, cocaine may lead to MI by causing coronary artery vasoconstriction and accelerated atherosclerosis, and by initiating thrombus formation.",1,,
45,cause,chemdis,(-)-cocaine,cardiac death,"(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow","cardiac death;cardiac deaths;cardiac; death;death, cardiac;death; cardiac","Once playing a vital role in medicine as a local anesthetic, decades of research have established that cocaine has the ability to cause irreversible structural damage to the heart, greatly accelerate cardiovascular disease, and initiate sudden cardiac death.",1,,
