,term_2_umls_synonyms,term_1_umls_name,is correct,pipeline,relation,term_2_umls_name,evidence_count,sentence,term_1_umls_synonyms
32,"hypothyroidism/myxedema;hypothyroidism/myxoedema;mucin in skin;myxedema;myxedema (diagnosis);myxedema (disorder);myxedema nos;myxedema, nos;myxedemas;myxoedema;myxoedema, nos",cholesterol,0.0,chemdis,cause,hypothyroidism/myxedema,1,"The high cholesterol content of an atheroma, the frequent occurrence of myocardial infarction with high serum cholesterol, the extensive arteriosclerotic changes in diseases with high serum cholesterol (nephrosis, myxedema) and the occurrence of cholesterol deposits in the aorta in some animals fed with cholesterol are the principal arguments for the lipid theory of arteriosclerosis.","(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)"
33,"inactivity;inactivity, physical;physical inactivity",cholesterol,0.0,chemdis,cause,inactivity,1,"Physical inactivity, low fruit and vegetable intake, high fast food consumption and high cholesterol are predominant causes of cardiovascular disease and some cancers.","(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)"
34,obesity,cholesterol,1.0,chemdis,cause,obesity,1,"Hypercholesterolemia, also called high cholesterol, is a form of hyperlipidemia, which may be a consequence of diet, obesity or diabetes.","(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)"
35,plaques,cholesterol,0.0,chemdis,cause,plaques,1,Atherosclerosis is the deposition of plaques containing cholesterol and lipids in arterial walls.,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)"
36,weight loss,cholesterol,0.0,chemdis,cause,weight loss,1,"Some studies have reported substantial weight loss, signs of dehydration, raised serum concentrations of uric acid and cholesterol, etc. during Ramadan.","(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)"
37,"3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system",(-)-cocaine,1.0,chemdis,cause,general cardiovascular disorders,1,"Once playing a vital role in medicine as a local anesthetic, decades of research have established that cocaine has the ability to cause irreversible structural damage to the heart, greatly accelerate cardiovascular disease, and initiate sudden cardiac death.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
38,arrhythmia,(-)-cocaine,1.0,chemdis,cause,arrhythmia,1,"Cocaine has also been shown to block K+ channels, increase L-type Ca2+ channel current, and inhibit Na+ influx during depolarization, all possible causes for arrhythmia.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
39,atherosclerosis,(-)-cocaine,1.0,chemdis,cause,atherosclerosis,1,"Among these, cocaine may lead to MI by causing coronary artery vasoconstriction and accelerated atherosclerosis, and by initiating thrombus formation.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
40,blood clot;blood clots;thrombi;thrombus,(-)-cocaine,1.0,chemdis,cause,blood clot,1,"Among these, cocaine may lead to MI by causing coronary artery vasoconstriction and accelerated atherosclerosis, and by initiating thrombus formation.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
41,"cardiac death;cardiac deaths;cardiac; death;death, cardiac;death; cardiac",(-)-cocaine,1.0,chemdis,cause,cardiac death,1,"Once playing a vital role in medicine as a local anesthetic, decades of research have established that cocaine has the ability to cause irreversible structural damage to the heart, greatly accelerate cardiovascular disease, and initiate sudden cardiac death.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
42,"cardiomyopathies, dilated;cardiomyopathy congestive;cardiomyopathy dilated;cardiomyopathy, dilated;cardiomyopathy; cardiomyopathy, dilated;cardiomyopathy;congestive;ccm - congestive cardiomyopath;ccm - congestive cardiomyopathy;cocm - congestive cardiomyop;cocm - congestive cardiomyopathy;cocm congestive (dilated) cardiomyopathy;congestive (dilated) cardiomyopathy;congestive cardiomyopathy (diagnosis);congestive cardiomyopathy (disorder);congestive dilated cardiomyopathy;dcm - dilated cardiomyopathy;dilated cardiomyopathies;dilated cardiomyopathy;dilated cardiomyopathy (diagnosis);heart; dilatation, cardiomyopathy;primary dilated cardiomyopathy;primary dilated cardiomyopathy (disorder);stretched and thinned heart muscle",(-)-cocaine,1.0,chemdis,cause,"cardiomyopathies, dilated",1,"Additionally, cocaine use has been associated with left ventricular hypertrophy, myocarditis, and dilated cardiomyopathy, which can lead to heart failure if drug use is continued.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
43,heart failure,(-)-cocaine,1.0,chemdis,cause,heart failure,1,"Additionally, cocaine use has been associated with left ventricular hypertrophy, myocarditis, and dilated cardiomyopathy, which can lead to heart failure if drug use is continued.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
44,mi,(-)-cocaine,1.0,chemdis,cause,mi,1,"Among these, cocaine may lead to MI by causing coronary artery vasoconstriction and accelerated atherosclerosis, and by initiating thrombus formation.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
45,thrombosis,(-)-cocaine,1.0,chemdis,cause,thrombosis,1,"There is many clinical states that can lead to multiple thrombosis i.e. essential trombocytosis, hiperhomocysteinaemia, depletion of antitrombin III, cocaine abuse etc.","(-)-cocaine;(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate;2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester);8-azabicyclo(3.2.1)octane-2-carboxylic acid, 3-(benzoyloxy)-8-methyl-, methyl ester, (1r-(exo,exo))-;[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester;benzoylmethylecgonine;benzoylmethylecgonine (substance);beta-cocain;blow;coca;cocain;cocaina;cocaine;cocaine (product);cocaine (schedule i substance);cocaine (substance);cocaine in any form;cocaine product;cocaine substance;cocaine-containing product;cocainum;coke;kokain;l-cocain;l-cocaine;methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;methyl benzoylecgonine;neurocaine;product containing cocaine;product containing cocaine (medicinal product);snow"
46,supraventricular tachycardia,(±)-flecainide,0.0,chemdis,cause,supraventricular tachycardia,1,We report three consecutive cases of flecainide intoxication in children with supraventricular tachycardia (SVT) in our hospital from 2017 to 2019.,"(±)-flecainide;benzamide, n-(2-piperidinylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)-;flecaine;flecainida;flecainide;flecainide (medication);flecainide (product);flecainide (substance);flecainide product;flecainide-containing product;flecainidum;flécanide;n-(2-piperidinylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide;product containing flecainide;product containing flecainide (medicinal product)"
